dataset,statistic,curve_or_frozen,target_s,threshold,selection_probability,actual_selection_cost_bits,baseline_failure_probability,conditional_failure_probability,amplification,gain_bits,gain_ci_low,gain_ci_high,bootstrap_valid_replicates,bootstrap_zero_support_replicates,bootstrap_zero_support_fraction,support_status
n4q29d43,S_C,curve,NA,-0.042617126472207612,0.95342554728267714,0.068807811577291919,0.0056098138447850943,0.0056392947898253141,1.005255244800614,0.0075618632490391403,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042714390832938487,0.95355425341404043,0.06861307045033932,0.0056098138447850943,0.005639123573686817,1.0052247239770655,0.0075180605338025395,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042719862911268947,0.95357830051216297,0.068576688470345773,0.0056098138447850943,0.0056391811558656885,1.0052349885206786,0.0075327920960175428,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042811655193669362,0.95361052648513578,0.06852793372646096,0.0056098138447850943,0.0056391446504345868,1.0052284810977745,0.0075234527303492758,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042817127271999822,0.95377438789000735,0.068280052939524633,0.0056098138447850943,0.0056386798948330451,1.0051456342129401,0.0074045467127468048,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042908919554400272,0.95377851388184354,0.068273811908982004,0.0056098138447850943,0.0056386555022231522,1.0051412860098503,0.0073983056822039981,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.042914391632730781,0.95401264991960488,0.06791969882923117,0.0056098138447850943,0.0056387442111501896,1.0051570991775403,0.0074210023910862262,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.043011655993461656,0.95454875327413902,0.067109210185755774,0.0056098138447850943,0.0056427597016454915,1.0058728966364943,0.0084480159016489167,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.043017128071792143,0.95456160354660824,0.067089788548552381,0.0056098138447850943,0.0056426837390262377,1.005859355613324,0.008428594264445647,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.043108920354192545,0.95459640066837892,0.067037198207773374,0.0056098138447850943,0.0056426072594589005,1.0058457224394872,0.0084090401931250381,NA,NA,NA,NA,NA,exact-curve
