key_id,su1_numerator,minimum_margin,Nz,Ez
0,54,7,47775744,0
0,55,-1,1019215872,1019215872
0,55,1,2972712960,0
0,55,2,27682209792,0
0,55,3,40080973824,0
0,55,4,34846875648,0
0,55,5,14380821504,0
0,55,6,1776079872,0
0,56,1,679477248,0
0,56,2,14603452416,0
0,56,3,39144480768,0
0,56,4,23310139392,0
0,56,5,26028946944,0
0,56,6,2231953920,0
0,57,1,169869312,0
0,57,2,6591283200,0
0,57,3,9317597184,0
0,57,4,11952783360,0
0,57,5,7946781696,0
0,57,6,1166441472,0
0,58,1,169869312,0
0,58,2,509607936,0
0,58,3,3567255552,0
0,58,4,4271284224,0
0,58,5,6643316736,0
0,58,6,1146120192,0
0,59,-1,56623104,56623104
0,59,1,113246208,0
0,59,2,651165696,0
0,59,3,530841600,0
0,59,4,2135973888,0
0,59,5,1348669440,0
0,59,6,146313216,0
0,60,-2,56623104,56623104
0,60,-1,75497472,75497472
0,60,1,1434451968,0
0,60,2,2123366400,0
0,60,3,3498246144,0
0,60,4,7962624000,0
0,60,5,760596480,0
0,60,6,82301184,0
0,60,7,11757312,0
0,61,-3,18874368,18874368
0,61,-2,37748736,37748736
0,61,-1,490733568,490733568
0,61,1,943718400,0
0,61,2,1537081344,0
0,61,3,1889796096,0
0,61,4,5315936256,0
0,61,5,262600704,0
0,61,6,73156608,0
0,62,-3,6291456,6291456
0,62,-2,478150656,478150656
0,62,-1,629145600,629145600
0,62,1,4517265408,0
0,62,2,11277434880,0
0,62,3,17641635840,0
0,62,4,21756137472,0
0,62,5,15930535680,0
0,62,6,2153578752,0
0,63,-3,157286400,157286400
0,63,-2,314572800,314572800
0,63,-1,1610612736,1610612736
0,63,1,2906652672,0
0,63,2,7376633856,0
0,63,3,11241750528,0
0,63,4,19134683136,0
0,63,5,4009492224,0
0,63,6,1667361024,0
0,64,-3,52428800,52428800
0,64,-2,1449132032,1449132032
0,64,-1,1881145344,1881145344
0,64,1,7222591488,0
0,64,2,27484225536,0
0,64,3,36331978752,0
0,64,4,39703597056,0
0,64,5,54426076416,0
0,64,6,5160119040,0
0,65,-3,465567744,465567744
0,65,-2,931135488,931135488
0,65,-1,2711617536,2711617536
0,65,1,4492099584,0
0,65,2,17128488960,0
